tempo,pwm,periodo
414.04,209,156732
414.23,209,166736
414.42,209,166080
414.61,209,166900
414.80,209,186760
414.98,209,186984
415.16,209,178264
415.33,209,156460
415.52,209,166596
415.73,209,187928
415.89,209,157240
416.08,210,186940
416.27,210,186780
416.46,210,187676
416.61,210,156068
416.80,210,188228
416.99,210,166124
417.17,210,177752
417.37,210,188332
417.58,210,208592
417.74,210,165752
417.93,210,166212
418.14,210,187844
418.33,210,178560
418.49,210,156672
418.70,210,188284
418.89,210,187668
419.05,210,155516
419.25,210,188024
419.43,210,186840
419.62,210,187972
419.80,210,177080
419.97,210,165712
420.16,210,166604
420.33,210,156136
420.52,210,178736
420.71,210,178572
420.90,210,179664
421.07,211,165424
421.27,211,187344
421.44,211,166412
421.60,211,155920
421.79,211,166516
422.00,211,208844
422.16,211,157216
422.35,211,186876
422.54,211,187120
422.73,211,166376
422.91,211,156572
423.10,211,197120
423.31,211,209132
423.48,211,165096
423.69,211,208888
423.86,211,154932
424.07,211,188052
424.25,211,178292
424.44,211,177844
424.63,211,187464
424.82,211,186848
425.02,211,187948
425.19,211,177988
425.36,211,156508
425.57,211,187988
425.76,211,186800
425.95,211,188284
426.13,212,177448
426.30,212,155896
426.49,212,187468
426.67,212,156268
426.89,212,209776
427.05,212,156856
427.23,212,155748
427.42,212,179112
427.58,212,165016
427.77,212,166456
427.95,212,177488
428.15,212,187864
428.34,212,187732
428.49,212,134756
428.68,212,187292
428.87,212,165884
429.05,212,156856
429.21,212,156320
429.40,212,166492
429.58,212,178084
429.75,212,165024
429.93,212,187440
430.12,212,186648
430.31,212,188300
430.50,212,187048
430.71,212,209040
430.90,212,179036
431.06,213,165228
431.28,213,197676
431.46,213,178564
431.63,213,156784
431.84,213,188396
432.04,213,197160
432.22,213,177684
432.38,213,165976
432.57,213,187020
432.78,213,188612
432.95,213,165760
433.13,213,177816
433.32,213,188152
433.50,213,177164
433.69,213,188076
433.86,213,165360
434.04,213,187680
434.22,213,177384
434.42,213,188212
434.61,213,187464
434.79,213,156496
434.95,213,156676
435.14,213,165796
435.32,213,178568
435.49,213,165292
435.70,213,187972
435.86,213,157244
436.05,214,166252
436.26,214,188324
436.46,214,188128
436.65,214,165792
436.83,214,166652
437.01,214,156568
437.18,214,158000
437.37,214,166296
437.58,214,187336
437.74,214,157300
437.93,214,166788
438.12,214,188136
438.34,214,197664
438.52,214,176984
438.71,214,188152
438.87,214,165200
439.09,214,197888
439.27,214,177480
439.47,214,188100
439.66,214,187580
439.83,214,177412
440.03,214,188208
440.21,214,178184
440.38,214,156752
440.56,214,177488
440.74,214,178336
440.91,214,165824
441.09,215,177084
441.29,215,197440
441.47,215,177700
441.63,215,156848
441.82,215,187600
442.00,215,156264
442.17,215,156916
442.35,215,166192
442.53,215,177508
442.73,215,188476
442.91,215,177068
443.13,215,209668
443.32,215,187076
443.48,215,157268
443.67,215,166648
443.88,215,187676
444.05,215,165692
444.23,215,166616
444.41,215,177680
444.61,215,188108
444.79,215,156044
444.95,215,166192
445.17,215,187972
445.33,215,157740
445.52,215,166248
445.71,215,187320
445.90,215,187664
446.07,216,177280
446.27,216,189276
446.46,216,185788
446.65,216,166544
446.84,216,166828
447.05,216,187800
447.20,216,156484
447.39,216,178056
447.59,216,188040
447.81,216,198336
447.99,216,177472
448.18,216,178728
448.37,216,187872
448.55,216,177160
448.74,216,188028
448.91,216,165088
449.12,216,188320
449.28,216,165484
449.47,216,187040
449.66,216,187692
449.85,216,166044
450.04,216,167752
450.22,216,185920
450.41,216,165996
450.59,216,177444
450.78,216,177944
450.97,216,187500
451.13,217,165320
451.34,217,187720
451.54,217,188360
451.72,217,177176
451.91,217,187112
452.07,217,164920
452.26,217,166948
452.44,217,177204
452.64,217,187764
452.81,217,177676
452.98,217,156916
453.17,217,188292
453.36,217,165860
453.53,217,157080
453.73,217,188408
453.92,217,165864
454.11,217,167276
454.29,217,156940
454.49,217,187880
454.70,217,208924
454.88,217,186628
455.07,217,178584
455.27,217,187984
455.46,217,165932
455.64,217,187052
455.83,217,165416
456.02,218,188464
456.20,218,177300
456.39,218,177600
456.57,218,187788
456.74,218,165640
456.93,218,188136
457.12,218,166092
457.30,218,166080
457.48,218,177556
457.67,218,177820
457.84,218,165456
458.02,218,166536
458.23,218,187620
458.43,218,188176
458.61,218,177004
458.80,218,178008
459.00,218,196944
459.17,218,177320
459.36,218,187384
459.55,218,177968
459.75,218,188484
459.93,218,177024
460.12,218,187796
460.33,218,209016
460.53,218,188116
460.74,218,208744
460.93,218,179140
461.13,219,187992
461.32,219,188128
461.50,219,186000
461.69,219,187400
461.88,219,187268
462.09,219,187648
462.29,219,189264
462.47,219,186864
462.66,219,186628
462.85,219,187212
463.04,219,187360
463.23,219,166252
463.41,219,166336
463.59,219,155740
463.79,219,188072
463.97,219,177572
464.17,219,188800
464.34,219,177128
464.53,219,178424
464.72,219,178444
464.89,219,165392
465.06,219,177372
465.23,219,164764
465.41,219,157020
465.57,219,156412
465.79,219,197436
465.98,219,187652
466.17,220,186640
466.38,220,208940
466.57,220,178992
466.76,220,177848
466.95,220,189260
467.14,220,185604
467.33,220,166224
467.51,220,157120
467.70,220,187440
467.88,220,177872
468.05,220,156452
468.26,220,187816
468.45,220,179084
468.61,220,164796
468.80,220,187344
469.02,220,197536
469.20,220,156024
469.39,220,178244
469.58,220,187280
469.79,220,209092
469.96,220,165220
470.17,220,187092
470.33,220,166028
470.49,220,155608
470.70,220,187768
470.90,220,186452
471.08,221,177092
471.24,221,165572
471.43,221,165692
471.61,221,177508
471.77,221,156740
471.96,221,167460
472.17,221,187552
472.34,221,156664
472.53,221,166796
472.71,221,186392
472.92,221,187872
473.09,221,164968
473.31,221,197436
473.50,221,187168
473.68,221,165708
473.87,221,187136
474.09,221,197412
474.27,221,177060
474.46,221,186856
474.65,221,186164
474.83,221,156084
475.03,221,187780
475.22,221,165564
475.39,221,177500
475.56,221,164956
475.75,221,187024
475.94,221,166156
476.12,222,165400
476.33,222,208864
476.53,222,186588
476.71,222,177152
476.91,222,187972
477.09,222,186200
477.28,222,187620
477.46,222,176812
477.68,222,208968
477.87,222,187496
478.02,222,146580
478.21,222,177756
478.38,222,164440
478.57,222,188056
478.75,222,166344
478.93,222,176800
479.12,222,178292
479.28,222,165632
479.47,222,187928
479.68,222,187776
479.85,222,165324
480.02,222,177204
480.19,222,156008
480.38,222,187256
480.56,222,177244
480.72,222,166752
480.91,222,185448
481.09,223,177596
481.28,223,187308
481.48,223,187488
481.66,223,166464
481.85,223,166000
482.04,223,186656
482.22,223,178072
482.38,223,164592
482.59,223,208636
482.79,223,186460
482.98,223,187016
483.17,223,187120
483.37,223,207932
483.54,223,157664
483.73,223,165900
483.92,223,186604
484.13,223,188308
484.29,223,165556
484.48,223,167272
484.67,223,165732
484.85,223,165748
485.04,223,187184
485.23,223,165664
485.41,223,177292
485.57,223,165188
485.75,223,177440
485.95,223,187512
486.14,224,186856
486.35,224,187864
486.50,224,155680
486.67,224,157472
486.83,224,134680
487.03,224,208724
487.22,224,178904
487.39,224,156136
487.58,224,186952
487.79,224,187560
487.95,224,156788
488.14,224,166272
488.33,224,165760
488.52,224,167236
488.71,224,166808
488.92,224,187716
489.08,224,165628
489.27,224,187104
489.43,224,156076
489.64,224,187824
489.82,224,179172
490.02,224,187688
490.23,224,187704
490.43,224,196996
490.59,224,155572
490.77,224,166396
490.95,224,177464
491.14,225,177980
491.34,225,187988
491.52,225,177644
491.71,225,188732
491.87,225,155444
492.08,225,187788
492.27,225,187564
492.43,225,165368
492.62,225,188192
492.81,225,185752
493.00,225,187416
493.19,225,187240
493.37,225,165764
493.56,225,166888
493.75,225,186500
493.94,225,186896
494.13,225,166980
494.28,225,155448
494.49,225,188124
494.66,225,164800
494.85,225,166960
495.03,225,166640
495.22,225,165700
495.41,225,166356
495.59,225,177216
495.76,225,166568
495.97,225,197272
496.15,226,176872
496.35,226,188052
496.54,226,165724
496.71,226,177756
496.87,226,155620
497.07,226,187704
497.25,226,177708
497.41,226,156252
497.63,226,198716
497.82,226,185752
498.01,226,187404
498.19,226,177240
498.38,226,187200
498.59,226,209264
498.75,226,155396
498.95,226,187788
499.13,226,166792
499.31,226,177032
499.50,226,177832
499.69,226,186880
499.88,226,178180
500.04,226,156436
500.25,226,187448
500.45,226,188336
500.61,226,134964
500.81,226,187828
501.00,227,178768
501.20,227,187704
501.41,227,208732
501.61,227,196900
501.76,227,155572
501.95,227,166792
502.14,227,165732
502.33,227,187580
502.51,227,166100
502.70,227,165844
502.88,227,157748
503.05,227,156500
503.23,227,166244
503.42,227,165600
503.61,227,166732
503.79,227,177056
504.01,227,209536
504.20,227,187308
504.35,227,155544
504.55,227,187964
504.74,227,186780
504.93,227,186788
505.11,227,166492
505.30,227,165876
505.51,227,187948
505.70,227,187444
505.87,227,156296
506.05,228,166516
506.24,228,165960
506.43,228,166420
506.64,228,188396
506.83,228,178076
507.02,228,177932
507.20,228,176704
507.39,228,178248
507.56,228,156320
507.74,228,165712
507.93,228,187480
508.12,228,166044
508.30,228,177740
508.49,228,178296
508.65,228,156668
508.86,228,209068
509.06,228,187104
509.25,228,187948
509.44,228,186688
509.62,228,186956
509.83,228,188360
509.99,228,155352
510.18,228,178460
510.38,228,188176
510.56,228,165728
510.77,228,208696
510.97,228,186352
511.16,229,187312
511.35,229,187192
511.53,229,186508
511.71,229,177596
511.90,229,177900
512.09,229,178104
512.28,229,188332
512.46,229,176840
512.65,229,187220
512.82,229,154948
513.00,229,156896
513.19,229,196644
513.38,229,166064
513.57,229,166572
513.75,229,177140
513.91,229,166800
514.12,229,188788
514.29,229,157088
514.48,229,166608
514.69,229,187704
514.85,229,166076
515.04,229,166044
515.25,229,208404
515.42,229,165996
515.60,229,177116
515.80,229,198220
515.98,229,185656
516.16,230,156408
516.35,230,187392
516.55,230,187400
516.74,230,166652
516.91,230,177044
517.11,230,187932
517.32,230,188576
517.51,230,177568
517.71,230,188176
517.89,230,166512
518.08,230,186976
518.27,230,187040
518.48,230,187404
518.65,230,157144
518.83,230,166276
519.02,230,186524
519.21,230,187636
519.40,230,187052
519.59,230,187488
519.77,230,186840
519.96,230,186800
520.18,230,198912
520.37,230,185652
520.56,230,187268
520.74,230,187132
520.93,230,165596
521.12,231,166660
521.31,231,165680
521.52,231,186808
521.70,231,187112
521.87,231,165080
522.05,231,176768
522.24,231,186336
522.42,231,177044
522.59,231,165464
522.78,231,186500
522.96,231,166132
523.14,231,156224
523.30,231,155560
523.50,231,186252
523.65,231,156316
523.84,231,165992
524.03,231,165652
524.21,231,166256
524.39,231,156204
524.58,231,178248
524.77,231,177788
524.96,231,177708
525.12,231,166264
525.33,231,187436
525.50,231,165556
525.69,231,166040
525.87,231,186668
526.06,232,166944
526.24,232,176876
526.44,232,188936
526.62,232,166116
526.80,232,177304
527.00,232,188020
527.19,232,186292
527.38,232,166532
527.55,232,156152
527.74,232,186556
527.91,232,156664
528.09,232,165804
528.30,232,187820
528.50,232,186360
528.69,232,166844
528.88,232,187192
529.09,232,187692
529.28,232,178808
529.44,232,156304
529.65,232,187460
529.84,232,178408
530.03,232,177968
530.21,232,187084
530.40,232,178588
530.57,232,156544
530.76,232,166540
530.94,232,165896
531.12,233,177564
531.31,233,177536
531.50,233,178048
531.69,233,178732
531.87,233,177684
532.06,233,187188
532.25,233,176512
532.44,233,178088
532.59,233,155900
532.79,233,187172
532.98,233,187316
533.16,233,186764
533.35,233,187012
533.54,233,186500
533.72,233,176504
533.91,233,187984
534.10,233,186392
534.29,233,187808
534.48,233,166264
534.67,233,165620
534.85,233,166464
535.03,233,156164
535.23,233,187760
535.44,233,209240
535.61,233,164972
535.82,233,208504
535.98,233,164852
536.17,234,188216
536.35,234,177332
536.54,234,187304
536.73,234,187216
536.91,234,177140
537.11,234,187936
537.30,234,186640
537.45,234,155736
537.64,234,166624
537.82,234,176616
537.98,234,156740
538.17,234,165848
538.39,234,197556
538.57,234,177980
538.76,234,177736
538.95,234,178112
539.13,234,186740
539.30,234,156928
539.49,234,166024
539.66,234,176472
539.85,234,178568
540.02,234,164992
540.23,234,187868
540.42,234,178356
540.58,234,156180
540.77,234,166544
540.96,234,186180
541.15,235,166468
541.33,235,186632
541.54,235,186864
541.74,235,188072
541.93,235,187080
542.14,235,187580
542.32,235,178796
542.51,235,185896
542.68,235,165448
542.86,235,165464
543.07,235,208796
543.24,235,165220
543.46,235,197276
543.64,235,177460
543.83,235,186848
544.01,235,177796
544.20,235,178708
544.37,235,164612
544.55,235,186624
544.73,235,177132
544.92,235,179092
545.09,235,155960
545.29,235,187180
545.48,235,187380
545.65,235,165436
545.83,235,176940
545.99,235,154216
546.20,236,187616
546.39,236,187368
546.58,236,177316
546.77,236,178380
546.93,236,165176
547.12,236,166212
547.31,236,166184
547.49,236,165108
547.70,236,187844
547.89,236,176748
548.06,236,156556
548.24,236,186548
548.45,236,187280
548.64,236,178388
548.83,236,186584
549.03,236,187468
549.23,236,188372
549.40,236,165320
549.61,236,188124
549.78,236,165120
549.96,236,156216
550.15,236,188136
550.34,236,186260
550.53,236,187252
550.72,236,186624
550.92,236,187168
551.12,237,188044
551.30,237,176848
551.50,237,196888
551.69,237,187024
551.86,237,176964
552.05,237,187052
552.24,237,186876
552.43,237,187132
552.59,237,165124
552.78,237,187004
552.96,237,177800
553.15,237,177988
553.35,237,197924
553.53,237,185456
553.69,237,156364
553.87,237,156812
554.03,237,164828
554.22,237,166932
554.41,237,166180
554.60,237,188072
554.81,237,187804
554.99,237,177568
555.18,237,178700
555.37,237,177964
555.56,237,179004
555.74,237,186788
555.96,237,209500
556.16,238,188428
556.35,238,186320
556.56,238,208144
556.76,238,188312
556.93,238,177220
557.10,238,166784
557.31,238,187576
557.50,238,177944
557.69,238,187708
557.87,238,186624
558.04,238,165568
558.23,238,165932
558.44,238,208144
558.62,238,187560
558.79,238,156180
558.98,238,167396
559.16,238,185812
559.32,238,155732
559.51,238,166068
559.73,238,197032
559.92,238,187316
560.10,238,166016
560.31,238,186992
560.48,238,165948
560.67,238,166436
560.86,238,167364
561.04,239,185684
561.22,239,156012
561.42,239,187964
561.60,239,186476
561.78,239,177416
561.95,239,156244
562.17,239,197352
562.33,239,155756
562.51,239,186844
562.70,239,187136
562.92,239,217936
563.10,239,177404
563.29,239,177940
563.47,239,177852
563.66,239,178448
563.83,239,155920
564.04,239,187756
564.22,239,178592
564.39,239,164648
564.60,239,187776
564.80,239,186272
564.98,239,165944
565.17,239,186876
565.36,239,165284
565.55,239,166212
565.73,239,165640
565.95,239,218036
566.14,240,187104
566.32,240,155824
566.51,240,187224
566.70,240,187448
566.89,240,165344
567.08,240,186872
567.29,240,208148
567.46,240,157060
567.64,240,186432
567.82,240,176544
568.02,240,188172
568.24,240,196984
568.41,240,177424
568.58,240,156716
568.74,240,155712
568.93,240,167116
569.10,240,155984
569.29,240,180100
569.46,240,165116
569.65,240,166176
569.86,240,188232
570.02,240,164552
570.21,240,186580
570.39,240,177408
570.59,240,188292
570.77,240,186356
570.96,240,165840
571.14,241,177312
571.30,241,156040
571.51,241,187752
571.70,241,186592
571.89,241,186600
572.08,241,187028
572.26,241,177872
572.45,241,179068
572.61,241,164764
572.82,241,207964
573.01,241,187304
573.15,241,133904
573.34,241,166204
573.52,241,185812
573.70,241,178108
573.87,241,156068
574.09,241,196732
574.29,241,187880
574.49,241,196284
574.68,241,186840
574.87,241,166824
575.04,241,176796
575.24,241,188564
575.43,241,165864
575.61,241,176908
575.77,241,156040
575.98,241,187384
576.18,242,188068
576.34,242,155052
576.54,242,187344
576.73,242,178700
576.90,242,156320
577.11,242,187392
577.27,242,164472
577.48,242,187704
577.65,242,156268
577.84,242,165628
578.05,242,187688
578.21,242,165328
578.42,242,187488
578.62,242,187784
578.81,242,187024
579.00,242,187748
579.21,242,197436
579.40,242,165356
579.58,242,177300
579.74,242,156520
579.93,242,166488
580.09,242,154868
580.31,242,197220
580.50,242,187268
580.65,242,155756
580.84,242,166360
581.05,243,187412
581.22,243,157152
581.40,243,186416
581.61,243,208552
581.78,243,165480
581.94,243,155628
582.12,243,167240
582.30,243,155936
582.47,243,156740
582.65,243,166164
582.86,243,187232
583.03,243,156400
583.24,243,187572
583.44,243,196324
583.62,243,187116
583.81,243,166052
584.02,243,208252
584.21,243,187380
584.37,243,156264
584.59,243,197460
584.81,243,218116
584.99,243,177076
585.16,243,165540
585.34,243,165380
585.53,243,165956
585.72,243,165968
585.91,243,165968
586.09,244,166000
586.27,244,176668
586.44,244,165668
586.66,244,196468
586.83,244,177704
587.00,244,156080
587.21,244,187432
587.40,244,187296
587.56,244,156444
587.77,244,187968
587.96,244,178172
588.16,244,187692
588.37,244,187584
588.55,244,186536
588.74,244,178240
588.94,244,187912
589.12,244,177152
589.28,244,156580
589.47,244,187024
589.68,244,208700
589.87,244,178700
590.07,244,187756
590.26,244,167496
590.41,244,134304
590.59,244,178196
590.79,244,187408
590.96,244,177004
591.13,245,165884
591.31,245,155696
591.47,245,156372
591.66,245,165560
591.85,245,187520
592.03,245,177004
592.19,245,165152
592.38,245,186868
592.56,245,156112
592.76,245,197728
592.95,245,185608
593.13,245,187212
593.34,245,208312
593.53,245,178016
593.72,245,187132
593.88,245,164908
594.09,245,186856
594.28,245,187248
594.45,245,156600
594.66,245,218256
594.85,245,186556
595.04,245,165456
595.25,245,187732
595.45,245,186440
595.62,245,177184
595.82,245,187716
596.01,246,186776
596.19,246,177540
596.38,246,177764
596.56,246,177956
596.78,246,209172
596.97,246,187112
597.17,246,197016
597.35,246,186684
597.51,246,155736
597.72,246,188440
597.89,246,164796
598.08,246,166268
598.26,246,186392
598.45,246,186776
598.64,246,166540
598.82,246,176676
599.00,246,178016
599.17,246,164564
599.35,246,156644
599.51,246,156328
599.72,246,187256
599.91,246,178780
600.10,246,177500
600.29,246,187064
600.47,246,178504
600.64,246,156300
600.83,246,187096
601.01,247,156160
601.19,247,178228
601.36,247,155956
601.57,247,187624
601.77,247,187952
601.94,247,177264
602.14,247,188616
602.33,247,165812
602.51,247,156364
602.71,247,187888
602.88,247,176784
603.05,247,165288
603.23,247,156008
603.41,247,187296
603.60,247,185864
603.77,247,156492
603.99,247,197860
604.17,247,165356
604.38,247,187912
604.55,247,156064
604.76,247,187352
604.92,247,165268
605.11,247,165244
605.30,247,186844
605.49,247,186972
605.67,247,165448
605.88,247,208232
606.07,248,186224
606.26,248,177752
606.45,248,187152
606.63,248,177360
606.80,248,165224
606.98,248,156072
607.17,248,187764
607.36,248,186680
607.54,248,155512
607.74,248,187760
607.92,248,165344
608.11,248,187648
608.29,248,156588
608.49,248,187572
608.68,248,187124
608.83,248,155600
609.04,248,187728
609.23,248,177916
609.40,248,156300
609.58,248,166180
609.76,248,156056
609.95,248,178304
610.11,248,164652
610.30,248,186812
610.51,248,208768
610.68,248,164716
610.85,248,177416
611.04,249,177792
611.21,249,157720
611.39,249,156068
611.57,249,177728
611.77,249,187996
611.95,249,176680
612.14,249,186624
612.32,249,176552
612.51,249,177688
612.70,249,178088
612.89,249,177468
613.07,249,186952
613.24,249,156280
613.42,249,177152
613.61,249,187392
613.79,249,155364
613.96,249,165796
614.14,249,155736
614.30,249,156360
614.48,249,155932
614.68,249,187968
614.86,249,186472
615.05,249,165164
615.24,249,166160
615.43,249,165136
615.64,249,187580
615.83,249,187520
616.01,250,176572
616.20,250,178368
616.39,250,177552
616.57,250,177664
616.76,250,178840
616.95,250,185808
617.14,250,177824
617.32,250,186564
617.49,250,156668
617.71,250,197692
617.92,250,208064
618.08,250,157284
618.27,250,165856
618.49,250,197152
618.68,250,187260
618.83,250,155428
619.02,250,167328
619.23,250,187680
619.40,250,165356
619.61,250,208684
619.79,250,186360
619.98,250,179004
620.15,250,165064
620.34,250,186448
620.52,250,166684
620.70,250,156300
620.90,250,188576
621.05,251,153448
621.24,251,166692
621.45,251,187912
621.64,251,177620
621.80,251,165328
621.98,251,156096
622.15,251,157532
622.37,251,197196
622.56,251,186668
622.77,251,187556
622.93,251,154444
623.11,251,156796
623.30,251,177484
623.52,251,209332
623.70,251,178364
623.87,251,155712
624.08,251,187540
624.28,251,196212
624.45,251,176812
624.64,251,177288
624.84,251,196656
625.03,251,187012
625.21,251,186932
625.40,251,185840
625.59,251,166116
625.77,251,155956
625.96,251,187492
626.17,252,188180
626.34,252,156028
626.53,252,167328
626.74,252,197228
626.92,252,176616
627.11,252,178204
627.30,252,177648
627.48,252,187096
627.67,252,186548
627.86,252,177064
628.04,252,178256
628.21,252,165096
628.40,252,167220
628.61,252,186636
628.77,252,156104
628.96,252,187020
629.15,252,186192
629.34,252,187128
629.52,252,165924
629.73,252,207952
629.92,252,187372
630.12,252,187248
630.34,252,196964
630.52,252,177908
630.67,252,146208
630.86,252,178000
631.05,253,186508
631.23,253,178780
631.40,253,164668
631.62,253,196536
631.83,253,208772
632.01,253,177752
632.21,253,187248
632.39,253,177704
632.55,253,155984
632.74,253,186528
632.93,253,186188
633.12,253,187560
633.31,253,165940
633.48,253,177012
633.68,253,187916
633.87,253,186452
634.06,253,186984
634.23,253,156788
634.42,253,178024
634.62,253,196304
634.80,253,176988
634.98,253,178888
635.17,253,177440
635.36,253,177280
635.53,253,165608
635.71,253,165972
635.90,253,187812
636.09,254,185296
636.27,254,177208
636.46,254,187968
636.65,254,165508
636.84,254,166320
637.03,254,165904
637.23,254,207988
637.40,254,156820
637.58,254,155820
637.77,254,177924
637.93,254,164672
638.12,254,166456
638.31,254,166116
638.53,254,197116
638.71,254,187276
638.89,254,176980
639.06,254,165240
639.25,254,186820
639.46,254,186872
639.64,254,186668
639.83,254,176628
640.02,254,178000
640.22,254,187956
640.42,254,187316
640.59,254,165228
640.75,254,155552
640.94,254,166264
641.18,254,219192
